battery_power,int_memory,fc,n_cores,ram,talk_time,dual_sim,wifi,pc,mobile_wt,price_range
909,47,7,3,1244,16,1,0,9,146,0
1876,64,9,3,3132,2,1,1,19,98,3
1436,23,3,5,2488,8,1,0,4,106,2
1251,29,10,6,1052,11,1,0,16,133,0
636,28,8,2,2927,3,0,0,15,152,2
1354,26,3,4,2090,13,1,0,6,136,1
930,34,3,4,2131,6,1,1,16,190,2
1830,47,7,1,3362,11,0,0,11,117,3
1424,23,16,4,1053,16,1,1,18,80,1
583,51,1,8,1799,7,1,0,2,88,1
648,54,9,5,3124,13,1,0,20,109,3
1203,11,0,2,1672,19,1,0,12,109,0
1777,15,0,4,1552,10,1,0,7,100,1
1299,64,0,6,1938,5,1,1,6,83,1
1494,47,2,2,3202,14,0,0,9,129,3
527,53,4,1,1302,13,1,0,11,128,0
793,64,1,4,2296,5,1,0,2,179,1
873,8,6,7,575,7,1,1,9,152,0
722,12,12,6,2359,3,0,0,20,93,1
1250,20,14,5,3314,6,0,1,18,167,2
1358,60,0,3,440,13,0,0,1,147,0
1035,11,8,6,2002,5,1,0,10,173,1
1289,16,3,6,3167,20,1,0,17,161,3
1445,37,2,2,3480,17,1,1,6,82,3
1702,47,12,2,595,19,1,1,19,107,1
534,2,4,5,2466,18,1,1,16,85,2
628,60,5,6,1337,14,0,0,6,87,1
713,53,4,1,1462,13,1,1,17,98,0
1207,58,0,8,503,5,0,0,0,112,0
683,30,7,7,2066,15,0,0,8,197,1
594,27,1,5,708,17,0,1,2,196,0
537,55,1,7,2029,12,0,1,2,103,1
1565,38,0,5,308,7,0,1,1,121,0
1052,6,1,4,552,11,0,1,16,195,0
713,63,4,2,2082,12,0,0,8,89,1
1766,16,1,5,3314,17,1,1,7,141,3
584,19,1,4,3996,17,1,1,4,199,3
1541,5,6,4,1795,4,1,1,10,109,1
837,51,1,5,594,20,1,1,15,104,0
935,58,3,5,2473,9,1,1,12,155,2
665,31,0,5,690,15,0,0,2,185,0
680,34,13,2,3845,4,0,1,17,157,3
877,17,0,7,2004,9,1,1,0,195,1
1493,53,13,5,2083,20,1,1,16,102,2
1762,26,3,6,2661,4,0,0,14,83,2
842,57,4,3,1903,14,1,0,10,124,1
925,56,9,1,2466,5,0,0,14,196,2
1692,2,4,1,3779,7,0,1,17,106,3
1576,5,8,3,3904,7,0,1,17,139,3
1065,48,4,6,265,12,1,0,8,162,0
958,60,9,1,1417,19,0,1,12,200,0
623,26,6,7,1769,16,0,0,12,197,1
897,17,1,1,2948,5,1,1,2,171,2
1110,41,4,3,2572,16,0,1,16,152,2
616,21,3,7,3267,19,0,0,4,150,2
1680,37,6,4,1459,2,1,0,7,168,1
1715,12,0,8,1633,5,0,1,6,94,2
983,45,0,4,2052,6,1,1,11,130,1
720,14,12,4,1086,3,1,0,14,165,0
1660,24,2,2,2402,14,0,1,3,169,2
1564,42,1,2,3376,7,1,0,2,108,3
592,52,1,7,1507,4,1,1,10,103,0
969,44,2,3,641,8,1,1,7,158,0
1356,35,0,1,3451,17,1,1,19,131,3
504,14,8,7,1607,10,0,1,9,189,0
1546,6,3,1,3521,9,1,0,4,101,3
689,7,3,2,1241,16,1,0,6,147,0
1685,16,14,7,881,17,0,1,15,137,0
1792,62,3,7,2563,15,0,1,8,170,3
1786,61,11,3,3033,17,0,0,14,123,3
1944,59,9,7,769,3,1,1,10,132,0
1077,49,13,4,3454,2,0,1,14,131,3
648,60,1,4,819,4,0,0,4,195,0
1702,2,8,6,435,3,1,1,19,185,0
1571,30,1,7,586,4,0,1,3,150,0
856,19,14,6,650,10,1,1,19,125,0
1786,14,6,4,3038,14,0,0,15,115,3
914,60,1,5,3736,5,0,0,4,198,3
1615,9,3,1,2948,3,0,0,13,117,2
649,19,4,7,739,2,0,0,12,190,0
1646,25,3,2,686,11,0,0,5,200,0
1189,7,5,2,841,11,0,0,20,164,0
1043,29,3,8,1183,8,0,0,17,83,0
1920,19,3,3,3943,4,1,0,8,131,3
1220,54,1,7,1037,15,0,0,20,109,0
1748,53,11,4,2633,9,1,0,20,114,2
907,44,7,3,3911,8,1,0,12,160,3
1193,20,7,7,1958,2,0,0,13,158,2
1766,22,1,8,3297,16,1,0,4,122,3
1278,24,7,3,3141,11,0,1,16,170,3
1234,17,8,6,3351,19,1,1,15,174,2
1961,55,10,7,2355,6,0,1,20,100,3
1745,3,0,3,1308,2,0,0,0,105,1
1442,27,1,5,991,7,1,0,8,127,0
1083,39,1,8,3248,6,1,1,2,173,2
868,5,5,4,1519,2,0,1,7,137,0
864,53,0,6,493,10,1,0,1,88,0
1142,2,0,6,1747,14,0,0,0,114,1
608,64,0,4,2517,7,1,1,0,94,1
983,53,0,1,1389,8,0,1,4,187,1
1720,2,18,5,2522,2,0,1,20,188,2
1802,27,8,5,1885,7,1,0,16,116,2
591,16,18,7,704,4,1,1,20,196,0
1205,10,5,6,953,20,0,1,10,163,0
1369,28,3,1,3206,4,1,0,18,108,3
713,42,0,1,928,9,1,1,14,94,0
1082,2,11,4,2177,17,1,0,20,101,1
1719,52,0,3,2610,11,1,1,1,187,2
1544,12,18,7,489,2,0,1,20,186,0
1090,8,1,8,3839,11,0,1,8,128,3
1991,15,3,1,1861,17,0,1,13,181,1
1367,56,4,2,299,10,0,0,6,176,0
1179,32,7,2,340,16,0,0,12,182,0
721,15,1,5,3606,5,1,1,18,102,3
1549,62,0,4,799,9,1,1,4,91,0
1349,46,3,6,2367,10,1,1,12,134,1
1799,30,1,3,445,10,0,0,9,123,0
1075,11,2,1,3927,7,1,0,16,122,3
684,63,3,5,3756,12,1,1,9,157,3
1837,36,9,4,770,15,0,1,20,162,0
1619,21,2,1,1641,13,0,0,9,138,1
965,13,1,8,2343,15,0,0,2,197,2
730,9,9,4,2787,7,0,1,15,122,2
1361,47,1,5,2495,16,0,1,2,169,2
1494,45,3,5,3208,4,0,0,4,158,3
1027,18,7,7,1234,14,0,1,11,146,0
1807,38,0,8,1069,7,1,0,0,97,1
709,11,1,5,3568,3,1,1,11,130,3
689,45,2,5,3585,10,0,0,11,103,3
955,2,2,4,1974,18,0,0,10,155,1
1872,35,5,3,2419,19,0,0,14,111,3
1259,13,0,2,340,4,1,1,0,97,0
695,41,1,8,2282,17,0,0,8,169,1
1969,63,9,4,298,10,1,0,11,132,0
759,39,3,2,968,2,0,0,8,162,0
936,18,1,3,2391,3,0,1,18,153,2
1176,62,2,2,1534,17,0,0,10,168,1
1802,10,0,7,696,3,1,0,9,101,0
772,23,0,7,2782,17,1,0,11,97,2
1318,45,1,2,755,9,0,1,7,136,0
591,16,1,6,3746,5,1,0,17,90,3
569,41,0,1,2651,4,1,0,1,124,1
764,45,9,8,1341,12,1,0,11,124,0
1056,37,8,3,2651,3,1,1,11,101,2
1982,12,2,5,1824,14,0,1,20,80,1
1830,14,5,6,1905,19,0,1,6,160,2
1122,40,0,7,1456,20,0,0,14,156,1
1023,63,2,7,3155,7,0,1,8,153,3
1283,33,8,3,773,2,1,0,15,93,0
1602,35,0,7,1829,13,1,0,7,99,2
732,32,5,8,3883,5,0,1,7,163,3
1854,33,0,1,1675,9,1,1,0,195,1
718,30,1,3,1601,12,1,1,12,93,1
897,2,3,8,1958,7,0,0,10,154,1
1405,8,0,4,2376,11,0,0,7,107,2
798,21,6,2,1647,3,1,0,12,110,1
1035,40,1,5,3548,5,0,1,15,157,3
1396,37,0,4,2694,19,0,1,15,134,2
1749,49,7,1,2195,4,1,1,8,178,2
1588,4,12,5,2506,11,0,0,20,148,2
1600,16,1,4,2073,4,0,0,16,94,2
1522,21,4,6,3767,16,0,1,11,162,3
1279,7,5,6,1150,7,0,0,6,105,1
719,6,7,6,841,2,0,0,8,102,0
544,7,2,5,1675,17,1,0,15,129,0
1007,21,5,8,1301,12,1,0,12,185,0
590,32,0,6,1817,6,1,0,1,141,0
1788,6,0,6,2321,20,0,0,16,141,2
748,25,0,7,1974,13,0,1,14,110,1
757,64,4,7,3433,10,1,0,5,157,2
1561,27,1,3,1205,3,1,0,10,174,1
1327,23,10,7,872,4,0,1,16,89,0
797,18,4,8,2052,14,1,1,20,81,1
727,64,0,1,3654,16,1,0,9,193,3
686,36,0,4,1503,13,1,0,1,194,0
1515,24,4,5,3104,20,1,0,6,176,3
555,17,2,5,343,3,1,1,12,163,0
1589,5,0,5,3430,19,0,1,2,112,3
1976,45,6,4,2470,3,1,0,19,136,3
1884,24,3,6,1396,9,1,1,4,149,1
1063,27,0,6,2668,19,0,0,7,86,2
672,61,13,5,1457,20,1,1,20,194,0
635,16,9,7,2452,8,0,0,17,110,2
1906,55,3,3,1871,4,1,1,4,113,1
1753,40,4,4,1112,15,0,1,11,191,1
659,3,2,8,967,14,1,1,6,85,0
1583,14,0,2,2498,8,1,1,4,148,2
1783,42,2,6,387,3,1,0,8,104,1
1667,21,0,2,635,15,1,0,0,138,0
640,6,5,8,2711,8,1,0,20,143,2
1913,29,0,5,2023,8,0,0,4,111,2
538,25,0,7,2215,17,1,1,7,163,1
1191,46,6,6,824,7,0,0,9,89,0
816,9,2,1,3851,14,1,1,3,117,3
915,33,9,2,2156,13,1,0,16,199,1
1157,27,7,8,2885,2,0,1,8,88,3
1201,10,2,7,495,14,0,1,7,99,0
1379,18,1,2,2358,15,1,0,16,129,2
1483,53,3,5,1744,10,0,0,11,169,1
1614,9,1,3,1832,11,0,0,2,161,1
930,4,4,8,2016,16,1,1,10,144,1
1454,6,8,3,1300,2,0,1,20,199,1
1784,41,4,6,2313,11,0,0,20,164,2
1262,34,12,5,3248,4,1,1,16,149,2
797,37,0,7,2216,6,1,0,2,144,1
1829,59,8,5,3142,5,0,1,15,91,3
1139,58,6,2,1850,8,1,0,11,161,1
618,13,9,4,1424,7,0,0,15,80,0
1547,57,2,1,1620,19,0,1,3,114,1
586,15,2,3,2592,3,0,0,11,83,1
1617,36,8,1,296,7,0,0,9,85,0
1882,44,11,8,3579,20,0,0,19,113,3
674,21,1,3,1180,4,1,1,4,198,0
1467,18,0,5,3962,5,0,1,0,122,3
858,50,1,1,3978,3,0,0,2,84,3
794,2,0,6,668,19,1,0,14,106,0
1965,39,0,4,2032,16,1,1,3,187,2
1911,36,1,8,3057,5,1,0,3,108,3
1512,46,4,5,869,19,0,1,5,145,0
510,45,5,6,3919,2,1,1,16,168,3
